generation,amount_creatures,average_energy,average_speed,average_sense,reproduced,survived,died
86,51,1.6577849631682602,1.0179677966250953,1.005796259908823,14,20,17
87,50,1.6309621357982713,1.0170940387361247,1.0095102966968197,19,17,14
88,57,1.5787332855563894,1.014113860086586,1.0114011191232346,14,27,16
89,56,1.591151685078127,1.0145514389710706,1.0111901287223435,20,17,19
90,57,1.4387981384368314,1.0137811899810643,1.0094475455219813,14,22,21
91,53,1.6848123810662385,1.0161680163774989,1.0094047474548855,16,23,14
92,56,1.5821714659103177,1.0159784894585293,1.0091012042445835,17,24,15
93,59,1.4221610178835393,1.0158724079870796,1.010276632410134,17,22,20
94,57,1.6128870561922015,1.015281031999695,1.0112033886102636,18,19,20
95,57,1.5829927172505842,1.0160056591785764,1.0122182058770999,20,22,15
96,63,1.3026050845594694,1.0161398979927134,1.0128034532061303,18,17,28
97,53,1.6948968636540902,1.0132412745368362,1.0115877469229324,16,21,16
98,54,1.3186923591664448,1.0109057237317005,1.010430261154368,10,16,28
99,37,1.92539479303944,1.0152787095444902,1.0089835702022343,19,9,9
100,48,1.42916435168833,1.0180093946002429,1.0103664340381064,12,14,22
101,38,1.8768375022594828,1.0202875095371393,1.0139325527278635,21,6,11
102,50,1.6240634412616644,1.0202953298715283,1.012880550117776,16,17,17
103,51,1.7773898384096962,1.0167936752037492,1.0119046881666205,19,18,14
104,57,1.716542668415113,1.0161823818566458,1.011514646521855,13,22,22
105,50,1.7092537126994314,1.0203483549952943,1.0113136452155564,18,15,17
106,53,1.69874091215942,1.0188176652155836,1.0129978358681146,17,20,16
107,54,1.6389453401896477,1.0186861002564735,1.0131120183833455,16,19,19
108,54,1.6352178637336279,1.0238787354320853,1.0139469534946597,17,19,18
109,54,1.5981387173070152,1.0234446251191112,1.0126994816916213,17,17,20
110,53,1.630301726398776,1.0225450640301692,1.0133447881102806,17,16,20
111,50,1.5946268668489403,1.0229652577279396,1.0109896102743334,14,16,20
112,47,1.6132703398294435,1.0229307367997933,1.0116781402547945,18,14,15
113,52,1.45952394678136,1.020938941491432,1.0108763779817667,14,19,19
114,48,1.549497046913171,1.0178158536453192,1.0116314406337505,17,13,18
115,49,1.5331449842889937,1.0136397137031414,1.0102341195276758,18,15,16
116,51,1.6568014373643518,1.0156273255972172,1.0104343368173856,15,18,18
117,50,1.5889335479669482,1.0161909682515533,1.0113601272498445,18,14,18
118,53,1.496972812734835,1.0165983503096936,1.0080686478249365,19,20,14
119,58,1.553546233876666,1.0143965703214841,1.0081771696119035,16,24,18
120,57,1.498368129470722,1.0105582310502939,1.0070600388372108,15,23,19
121,56,1.656390166926809,1.0128756258374703,1.0066439174548156,17,21,18
122,55,1.7186282754441815,1.0116124775882152,1.007853657532918,19,16,20
123,55,1.7833187896221925,1.0130692155429628,1.0078521909373455,15,25,15
124,56,1.5256579243700588,1.0150308281289167,1.007690362430888,19,18,19
125,57,1.60455803128022,1.0136817691696827,1.007355323139218,15,18,24
126,50,1.5815812409692958,1.0113678249443068,1.0068979987816749,17,17,16
127,54,1.5250232920273985,1.0122390572098656,1.0087469800371218,20,13,21
128,56,1.6238361657505516,1.0095939186975964,1.0104640368940159,16,25,15
129,59,1.5506853418486368,1.0094856416637938,1.01033039317189,15,22,22
130,53,1.527620391311484,1.010284650494372,1.0106030344786825,20,14,19
131,56,1.618225076709086,1.0101393231069355,1.0103069135883749,17,16,23
132,53,1.762052760762439,1.0113124883223674,1.0119044081262503,18,17,18
133,54,1.6668129605565145,1.0125870092311895,1.0129952553970556,18,16,20
134,53,1.6267426037312496,1.0126445431457292,1.013778758270691,15,24,14
135,55,1.6234774910403849,1.0137747301360984,1.0132260216293476,13,25,17
136,52,1.5348927876012464,1.012768293597864,1.0127270359357932,19,15,18
137,53,1.5069444655862376,1.0132012892062023,1.01452469243584,16,23,14
138,57,1.6090018068498606,1.0152616197763369,1.0171497135519925,16,21,20
