generation,amount_creatures,average_energy,average_speed,average_sense,reproduced,survived,died
231,51,1.8009141968879896,1.1128792195359336,3.606187368103384,23,4,24
232,52,1.8910848034056502,1.1432225094582509,3.621431679870121,20,15,17
233,56,1.7239388357865437,1.1379886095630574,3.6311955392391364,17,21,18
234,55,1.835456152583836,1.125422046511432,3.6493633673556105,20,10,25
235,51,1.8972302746518983,1.1520613085199005,3.591753101371821,16,13,22
236,49,1.8947656349485573,1.162661711969404,3.616983819181796,17,8,24
237,46,1.9700741978760938,1.1733861849311114,3.6065131871680167,19,6,21
238,49,1.9125360785967973,1.1869857536216726,3.6271793319832932,21,8,20
239,51,1.8633998184255307,1.177447661351603,3.6460869926913584,19,12,20
240,51,1.8104325886146149,1.2043706427105254,3.6879653631750324,16,13,22
241,48,1.9114851064485328,1.1734987221962028,3.699038340784419,17,8,23
242,48,1.956829669429588,1.1889916411138721,3.6149925028432306,18,16,14
243,52,1.8635592615860526,1.207027101537962,3.629351789460281,15,15,22
244,47,1.8836315895367794,1.226808285117142,3.571345420418796,19,9,19
245,50,1.8482173218146551,1.2356936436504626,3.568477921397942,21,7,22
246,50,1.9090254789471734,1.2422857776017977,3.6280867434046207,15,18,17
247,51,1.8839532807502608,1.2602612334316488,3.6722078278780192,19,15,17
248,53,1.8510465284831135,1.2707021951477204,3.7115885884278588,16,16,21
249,51,1.8544318212110327,1.2828585695801447,3.7574188282437637,15,9,27
250,45,2.008979764668564,1.2870114226513178,3.7294813674582588,18,11,16
251,49,1.9398660104956518,1.3054103123648875,3.7801697425639054,17,11,21
252,48,1.9357935136237225,1.3130670643726028,3.7228311706870265,20,10,18
253,51,1.905383070617889,1.3007226550496416,3.7298577273151907,15,14,22
254,48,1.9547532211702603,1.333996810134348,3.705927764518903,20,6,22
255,48,1.9693477384852278,1.3265049236784725,3.703989135202704,17,12,19
256,48,1.9182992236271563,1.3474470811244093,3.7387228577006546,20,12,16
257,52,1.8248168973075367,1.3401476971102122,3.781282217923831,22,4,26
258,50,1.8493537573782708,1.371714959510723,3.77954954900744,16,15,19
259,49,1.9281026789811209,1.3665120729127487,3.7687810492516682,18,10,21
260,51,1.8894959967678655,1.3866461307563538,3.8027248863361867,18,12,21
261,50,1.8880962547565434,1.4217360299310264,3.796395312210583,17,12,21
262,51,1.885223414173696,1.4368551607925415,3.7636358010388826,17,12,22
263,49,1.9364465952021868,1.4704502953367398,3.80969562432342,18,11,20
264,49,1.8822002452447548,1.482649962028425,3.847585973464401,14,15,20
265,48,1.9023300922647595,1.472427878968429,3.8752240970696827,18,8,22
266,47,1.9839445143924614,1.4735817411655476,3.9394195733952464,17,11,19
267,48,1.8979319644726023,1.5068531069333932,3.9215002805008425,16,12,20
268,47,1.9638052558476569,1.5276880174410348,3.9531604366604154,21,12,14
269,55,1.8040804345123471,1.5345163861218114,4.062786035715105,20,13,22
270,54,1.856406843029238,1.535212168082825,4.1197344791841966,15,19,20
271,51,1.9087699920943504,1.5437894868209543,4.115562450689725,16,15,20
272,51,1.857450033238996,1.5473133358812001,4.162076637575834,15,19,17
273,52,1.8590234970522015,1.5533332844830428,4.132881138400301,17,13,22
274,51,1.8852679734497033,1.5419079342865118,4.081003520826736,18,6,27
275,45,1.9051121389390078,1.507216660033123,4.050113231334532,18,13,14
276,52,1.8635545499138653,1.5150766469214778,4.013238522957453,18,13,21
277,51,1.8723593371016736,1.5254140187551846,4.158488704957356,20,9,22
278,51,1.8699606320533952,1.5832473023892293,4.1443105131456806,17,18,16
279,54,1.8138622239854978,1.5769965057891095,4.225605529776708,18,14,22
280,52,1.808810770111824,1.607519704563239,4.304770533703303,18,15,19
281,53,1.8149333207148655,1.636229073079792,4.226594315007456,17,14,22
282,50,1.9061677511188686,1.683063114443594,4.256529006026732,16,17,17
283,53,1.8394811235215527,1.6715523754432058,4.332118773351581,15,16,22
284,48,1.9375590015433322,1.698320793939151,4.258765508424657,16,11,21
285,46,1.8772793115603703,1.7126644599822158,4.234950692544446,14,9,23
286,44,2.0269273560354892,1.7807066736691346,4.281405269353963,17,9,18
287,47,1.9797264077060777,1.7836188263141297,4.333296976566498,20,10,17
288,52,1.8634950416828724,1.8058701517345228,4.3886170754731335,19,13,20
289,52,1.8320568750169675,1.7902405485432378,4.51511900664874,16,11,25
290,48,1.9610979098977426,1.8129524947873865,4.476153519641495,19,14,15
291,53,1.861762678593718,1.8051889045801195,4.456349287293535,18,9,26
292,48,1.9441177161126735,1.8431995515712531,4.543867787731933,19,7,22
293,47,1.9405864667897705,1.8492739774541904,4.4319697858303195,16,9,22
294,44,2.02462585087065,1.8959000459957702,4.498164269932357,19,10,15
295,51,1.8663875367776657,1.8639157410378306,4.429943520777382,18,12,21
296,50,1.8940894279041225,1.8876126035048382,4.495651198663015,15,13,22
297,48,1.9740454731031338,1.8876080005846347,4.483555595955695,16,12,20
298,49,1.9241943710812688,1.8958441278520943,4.508905854363995,19,7,23
299,48,1.9702263589965237,1.9060713665272502,4.515775080269187,19,11,18
300,52,1.8611615069746934,1.912398416973545,4.466943015331203,17,10,25
301,48,1.887620682779607,1.9099965067616502,4.44542482191386,14,18,16
302,50,1.8795698617324377,1.920867117161641,4.5286800041454205,17,13,20
303,50,1.868292960441936,1.9477385771597182,4.536933996592465,17,16,17
304,50,1.8749010961452643,1.9558146849464437,4.554472091292294,19,10,21
305,50,1.920222002492885,1.9683133309765963,4.505831235765038,18,4,28
306,45,2.027627782746236,1.9998046257397606,4.527904196840401,20,9,16
307,52,1.8945599515656957,1.9879122551018942,4.575077292566228,17,16,19
308,52,1.8727820341210406,2.0096037762090875,4.613869848522265,20,11,21
309,52,1.8466440314418888,2.0330792910491966,4.610551348267993,21,11,20
310,53,1.85572880457802,2.0353590051941417,4.584046217066716,16,18,19
311,54,1.850488283575568,2.0626964689898215,4.529599515083427,15,16,23
312,49,1.9110845528282687,2.055873091807591,4.550973246227785,17,8,24
313,46,1.953302212479128,2.0761625459926676,4.510389129812333,16,12,18
